taxpayer_pin,taxpayer_name,department,division,station_name,obligation_name,year,total_advance_tax_paid,total_turnover,is_nil_return,variance,estimate
P051214008L,BHUVA LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2016,33450,1,N,33449,3010.41
P051511304J,VIBRANT SHUTTLE SERVICES LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2021,25200,1000,N,24200,2178
P051684881V,SHIRWORLD LIMITED,MST,Compliance,Kakamega,Income Tax - Company,2018,20160,1,N,20159,1814.31
P051433326U,Moonlight Coach Co. Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2016,146880,100,N,146780,13210.2
P051200960R,MUKOE    LIMITED,MST,Compliance,NAIVASHA,Income Tax - Company,2021,3000,0,N,3000,270
P051519043I,RELIABLE WORKS LIMITED,MST,Compliance,Thika,Income Tax - Company,2024,2400,0,N,2400,216
P051241183T,NAIROBI MALAI LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2023,193800,1,N,193799,17441.91
P051600767G,Wazo Moja Farmers Cooperative Society Limited,MST,Compliance,NAKURU,Income Tax - Company,2018,7860,1,N,7859,707.31
P000630519H,Mountain Lodges Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2020,8160,1,N,8159,611.925
P051104899I,PENROCHE DEVELOPMENT SERVICES LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2015,2400,1,N,2399,215.91
P051216427Y,BEDENI ENTERPRISES LTD,MST,Compliance,East of Nairobi,Income Tax - Company,2017,2400,1,N,2399,215.91
P051813846L,NDUME CHAINLINKS LTD,MST,Compliance,KERUGOYA,Income Tax - Company,2023,42000,1,N,41999,3779.91
P000622837S,Thika Sports Club,MST,Compliance,Thika,Income Tax - Company,2016,2880,1,N,2879,259.11
P051516866T,Xplus Company Limited,MST,Compliance,Thika,Income Tax - Company,2017,2400,1,N,2399,215.91
P051596487C,PRIYANSH ENTERPRISES LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2021,2400,1,N,2399,215.91
P051105729V,NYERI BAPTIST HIGH SCHOOL,MST,Compliance,Nyeri,Income Tax - Company,2018,40695,0,N,40695,3662.55
P051099333F,Deliverance Church,LMT,Compliance,MTO,Income Tax - Company,2022,173490,14700,N,158790,14291.1
P051305068E,Ansy Enterprises Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2023,2400,1,N,2399,215.91
P051943315B,Lolldaiga Research Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2023,2400,0,N,2400,216
P051392850D,Mt. Kenya Abattoirs Limited,MST,Compliance,NANYUKI,Income Tax - Company,2022,4800,0.1,N,4799.9,431.991
P051199692U,Collindale Security Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2021,12000,0,N,12000,1080
P051916734Q,Supra Highlands Limited,MST,Compliance,MURANGA,Income Tax - Company,2022,12960,1,N,12959,1166.31
P051658488F,Munanda-ini Community Self Help Group,MST,Compliance,Thika,Income Tax - Company,2023,2700,0,N,2700,243
P051159714Y,African Venture Advertising Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2021,45900,0,N,45900,4131
P051230739T,LUGZ ENTERPRISES,MST,Compliance,East of Nairobi,Income Tax - Partnership,2018,10080,0,N,10080,907.2
P051218329D,KONNECT YOUTH CONSORTIUM,MST,Compliance,KERICHO,Income Tax - Company,2017,7920,1000,N,6920,622.8
P051517299Y,BILLUCK ENTERPRISES LIMITED,MST,Compliance,Eldoret,Income Tax - Company,2023,84105,0,N,84105,7569.45
P051241021C,KIVU HUTS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2020,6480,1,N,6479,485.925
P051590092H,Mango Grove Developers Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2016,2400,1,N,2399,215.91
P051708286Y,Atisbay Distributors Limited,MST,Compliance,Meru,Income Tax - Company,2021,2400,0,N,2400,216
P051807633N,Hubert & Roshen Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2023,36000,1,N,35999,3239.91
