taxpayer_pin,taxpayer_name,department,division,station_name,obligation_name,year,total_advance_tax_paid,total_turnover,is_nil_return,variance,estimate
P051428134D,ABBA FREIGHTERS LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2018,3600,1,N,3599,323.91
P051684881V,SHIRWORLD LIMITED,MST,Compliance,Kakamega,Income Tax - Company,2019,35040,1,N,35039,3153.51
P051523888S,Jorgies Enterprise Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2018,7500,3,N,7497,674.73
P051762941I,LEYMA CARGO SERVICES LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2020,8100,500,N,7600,570
P051455520Y,Green Credit Group Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,7200,0,N,7200,648
P051543754J,PAURA ENTERPRISES LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2015,2400,1,N,2399,215.91
P000593479H,THE WORD OF LIFE-KENYA LIMITED,MST,Compliance,DIANI,Income Tax - Company,2016,43200,2,N,43198,3887.82
P051453451A,Patel Growers Limited,MST,Compliance,Machakos,Income Tax - Company,2018,2400,100,N,2300,207
P051543769Q,Ack St. Barnabas Parish Marurui,MST,Compliance,East of Nairobi,Income Tax - Company,2024,10080,100,N,9980,898.2
P051561368G,Homegrown Millers Limited,MST,Compliance,Thika,Income Tax - Company,2021,42000,1,N,41999,3779.91
P051198684S,PAS COMMUNICATIONS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2022,2400,0,N,2400,216
P051316825C,DOWNERS INVESTMENTS COMPANY LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2016,34800,2,N,34798,3131.82
P051220098Y,MARURA TOURTS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,10080,0,N,10080,907.2
P051435384M,Wild Passion Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,6480,1,N,6479,583.11
P051128072B,UTUMONI FARM LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2023,2400,1250,N,1150,103.5
P051600268C,NKUBU WINNERS ACADEMY,MST,Compliance,Meru,Income Tax - Company,2020,181440,1,N,181439,13607.925
P051208923C,Kenya Yuncheng Plate Making Limited,LMT,Compliance,MTO,Income Tax - Company,2017,10800,1,N,10799,971.91
P051402425P,HOMEBEST PACKING AND DISTRIBUTORS LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2024,2400,1,N,2399,215.91
P051905484W,BASIRAN FARMS LIMITED,MST,Compliance,Eldoret,Income Tax - Company,2022,28500,1,N,28499,2564.91
P051398387Z,LEAKY BITES LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2018,11850,1,N,11849,1066.41
P051201057M,Josewa Enterprises Limited,MST,Compliance,NAKURU,Income Tax - Company,2015,43800,0.03,N,43799.97,3941.9973
P051551794L,Belisam Construction Company,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,0.01,N,2399.99,215.9991
P051136278G,Uplands Trades (k) Limited,MST,Compliance,Thika,Income Tax - Company,2016,11355,1,N,11354,1021.86
P051505315V,MAXPOWER TRADERS LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2018,4800,0,N,4800,432
P051682159M,"Oasis Of Hope , Mbita Community Based Organisation",MST,Compliance,HOMABAY,Income Tax - Company,2018,3795,1,N,3794,341.46
P051308755M,SAWAND CARE PRODUCTS LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2020,18750,1,N,18749,1406.175
P051472744C,WALL MAXX PAINTS & COATINGS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,2400,1,N,2399,215.91
P051600268C,NKUBU WINNERS ACADEMY,MST,Compliance,Meru,Income Tax - Company,2018,23760,1,N,23759,2138.31
P051170299B,MUCHARAGE ENTERPRISES (KENYA) LIMITED,LMT,Compliance,MTO,Income Tax - Company,2019,25050,1,N,25049,2254.41
P051518109F,Kituneni Development Support Group,MST,Compliance,Embu,Income Tax - Company,2019,10080,0,N,10080,907.2
P000618772J,J.B.MAINA AND COMPANY LIMITED,MST,Compliance,Mombasa South,Income Tax - Company,2017,15000,1,N,14999,1349.91
P051564317Z,CALIPHA TRADING & LOGISTICS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2022,106950,100000,N,6950,625.5
P051177169K,SWEET TEMPTATIONS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2022,4590,0,N,4590,413.1
P051317957P,KILIFI TEACHERS BENEVOLENT SCHEME,MST,Compliance,Malindi,Income Tax - Partnership,2020,33840,30240,N,3600,270
P051371711J,Energy Pride Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2019,2700,1,N,2699,242.91
P051361512H,Swivta Construction Services Limited,MST,Compliance,Nyeri,Income Tax - Company,2023,28950,1,N,28949,2605.41
P000618021P,KANARI BROS,MST,Compliance,North of Nairobi,Income Tax - Partnership,2021,2400,1,N,2399,215.91
P051158653H,Shalem Investements,MST,Compliance,Meru,Income Tax - Partnership,2021,8100,1,N,8099,728.91
P051984058U,Alcordia Transport Limited,MST,Compliance,Mombasa North,Income Tax - Company,2023,52800,1,N,52799,4751.91
P051370543T,Kifmas Limited,MST,Compliance,GARISSA,Income Tax - Company,2022,73500,1,N,73499,6614.91
P000627342W,Sukari Sacco,MST,Compliance,Kakamega,Income Tax - Company,2019,10080,0,N,10080,907.2
P051438531F,Wanyaki Investments Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2018,2400,1,N,2399,215.91
P051687693F,CAR HUB KENYA LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2021,20880,1,N,20879,1879.11
P051747226M,Ruai Junior Educational Centre Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2019,23760,1,N,23759,2138.31
P000606211H,Cyka Holdings Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2017,4500,0.01,N,4499.99,404.9991
P051185960G,TAMAM LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2021,2400,1,N,2399,215.91
P051321744Q,Omega School Boards And Accessories Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,0,N,2400,216
P051517344I,Kingsley Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,3600,10,N,3590,323.1
P051231044I,NETWORK FOR ECOFARMING IN AFRICA (NECOFA),MST,Compliance,NAKURU,Income Tax - Company,2020,4800,1,N,4799,359.925
P051624705A,TECHVA LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2017,2880,0,N,2880,259.2
P000596998X,Equatorial Commercial Holding Limited,LMT,Compliance,LTO,Income Tax - Company,2020,2400,0,N,2400,180
P051578642R,SEAFOOD FOR ALL LIMITED,MST,Compliance,Mombasa South,Income Tax - Company,2016,3540,1,N,3539,318.51
P051380659F,NORDIC TRAILERS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,4800,0,N,4800,432
P051231086U,MURANGA SHUTTLES SERVICES LIMITED,MST,Compliance,MURANGA,Income Tax - Company,2016,131280,0,N,131280,11815.2
P051186306U,CENTRAL KENYA COFFEE MILL LIMITED,MST,Compliance,Nyeri,Income Tax - Company,2024,20000,0,N,20000,1800
P051555767V,Shreehari Developers Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2020,2400,0,N,2400,180
P051185111K,Ole Laibon Holdings Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2021,2400,1,N,2399,215.91
P051343130N,OFCON ENTERPRISES LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2022,2400,1,N,2399,215.91
P051123891A,Tradewise Agencies Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2020,2400,0,N,2400,180
P051098872R,Nairobi Mineral Water Company Limited,MST,Compliance,Mombasa South,Income Tax - Company,2020,2400,0,N,2400,180
P051104899I,PENROCHE DEVELOPMENT SERVICES LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,1,N,2399,215.91
P051681904Y,LINKED STAR VENTURES LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2021,9300,0,N,9300,837
P051206544Z,Philis Memorial Academy,MST,Compliance,NAKURU,Income Tax - Partnership,2016,37440,2,N,37438,3369.42
P051153517L,WINSOR MEATS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2019,2400,0,N,2400,216
P051576762U,GENESIS CHUMA HARDWARE LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2020,8250,2,N,8248,618.6
P000600742I,Optimax Agencies Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2016,2400,0,N,2400,216
P051119212N,ANGHITI RESTAURANT LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,1,N,2399,215.91
P051444297N,Depo Pryce Company Limited,MST,Compliance,BUNGOMA,Income Tax - Company,2023,42000,1,N,41999,3779.91
P051208855L,Munjiru Enterprises Limited,MST,Compliance,NANYUKI,Income Tax - Company,2015,33601,1,N,33600,3024
P051423976L,ST. FRANCIS MENYINKWA PRIMARY SCHOOL,MST,Compliance,Kisii,Income Tax - Company,2021,23760,0,N,23760,2138.4
P051770655K,GATEWAY TO VICTORY LEARNING CENTRE,MST,Compliance,KERICHO,Income Tax - Partnership,2019,23760,1,N,23759,2138.31
P051428456O,Frenja General Contractors Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2020,12000,1,N,11999,899.925
P051833554M,SPRINGWELLS HOTEL LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2021,18750,12,N,18738,1686.42
P051319453K,JOVENTURE GUEST HOUSE  COMPANY,MST,Compliance,Kisumu,Income Tax - Partnership,2016,5040,1,N,5039,453.51
P051153103E,PRATAP AUTO FABRIC,MST,Compliance,South of Nairobi,Income Tax - Company,2016,95700,1,N,95699,8612.91
P051321511C,NGURUMAH CONSULT LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2020,23760,1,N,23759,1781.925
P051128552C,NITI COMPUTERS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2015,2400,0,N,2400,216
P051346667P,Betacom Networks Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,2400,1,N,2399,215.91
P051331028K,CARRIBEAN CONTRACTORS COMPANY LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2023,2400,0,N,2400,216
P051355043Y,Elewana Education Project,MST,Compliance,BUSIA,Income Tax - Company,2018,10800,100,N,10700,963
P051462638C,ACEG-CATIC GREEN FIELD PROJECT (JV) LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2019,4500,0,N,4500,405
P051515238F,GOPAL DISTRIBUTORS LIMITED,MST,Compliance,BUNGOMA,Income Tax - Company,2018,13800,1,N,13799,1241.91
P051397076R,High View Security (k) Limited,MST,Compliance,Thika,Income Tax - Company,2021,5985,1,N,5984,538.56
P051643818D,Amical Investments,MST,Compliance,East of Nairobi,Income Tax - Partnership,2017,2400,1,N,2399,215.91
P051391123M,SREE BALAJI FARMS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2018,4935,409,N,4526,407.34
P051119530V,Winka Holdings Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2022,20880,0,N,20880,1879.2
P051201389X,Super Bargains Hardware (kenya) Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2022,9750,0,N,9750,877.5
P051551069D,MENU LOGISTICS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2016,3600,1,N,3599,323.91
P051399351P,Happy Church Ministries International-eldoret,MST,Compliance,Eldoret,Income Tax - Company,2024,74400,1,N,74399,6695.91
P051094674H,Bombolulu Coast Workshop For Handcaft,MST,Compliance,Mombasa North,Income Tax - Company,2023,6480,50,N,6430,578.7
P051632158G,MOORES LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,49500,0,N,49500,4455
P051242916Q,RANGE SAFARIS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2021,12960,0,N,12960,1166.4
P051350446T,KAPUTEI RIVER HOLDINGS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2019,87690,1,N,87689,7892.01
P051426731C,Mak Trading Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2017,3450,1,N,3449,310.41
P051103396Y,The Apostolic Faith Church,MST,Compliance,East of Nairobi,Income Tax - Company,2019,23760,0,N,23760,2138.4
P000592003F,VAN REES B V,LMT,Compliance,LTO,Income Tax - Company,2017,2400,0.01,N,2399.99,215.9991
P051544331Y,FRANSA CAPITAL LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,3600,1,N,3599,323.91
P051212617L,BROADWAY INVESTMENTS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2019,13200,1,N,13199,1187.91
P051191016C,Sun Sand Dunes Limited,MST,Compliance,Malindi,Income Tax - Company,2016,2400,0,N,2400,216
P051364252A,Lymack Holdings Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2016,2400,0,N,2400,216
P051200108D,TWENTY - ONE TWELVE LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,4800,0,N,4800,432
P051454244Z,AFRICA SAFARI DISCOVERY LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,5040,1,N,5039,453.51
P051617171N,Zoological Society Of London,MST,Compliance,South of Nairobi,Income Tax - Company,2018,14880,1,N,14879,1339.11
P051384428C,Amarachi Enterprises,MST,Compliance,East of Nairobi,Income Tax - Partnership,2015,2400,1,N,2399,215.91
P051664835L,ZABANA DAIRIES LIMITED,MST,Compliance,Machakos,Income Tax - Company,2022,2400,0.01,N,2399.99,215.9991
P051129633A,Sianzi Mimi Limited,MST,Compliance,Mombasa North,Income Tax - Company,2020,4500,0,N,4500,337.5
P051229527G,Cool Breeze Gardens Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2021,10035,1,N,10034,903.06
P051600218N,King Joakim Investment Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2018,36000,1,N,35999,3239.91
P000632152N,BUSARA FOREST VIEW ACADEMY LIMITED,MST,Compliance,NYAHURURU,Income Tax - Company,2017,87540,0.1,N,87539.9,7878.591
P051463075F,Jack Ontime Delivery Services Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2020,2880,1,N,2879,215.925
P051350395D,HAWAJO INVESTMENTS LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2017,2400,2000,N,400,36
P051451624Q,KALABASHI INVESTMENTS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2018,2400,1,N,2399,215.91
P051323921S,Tristep Small Errands,MST,Compliance,East of Nairobi,Income Tax - Partnership,2022,8100,1,N,8099,728.91
P051366319B,A One Kenya Trading Co. Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,112500,1,N,112499,10124.91
P051114772X,SCANPEX COMMUNICATION SYSTEMS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2021,2400,1,N,2399,215.91
P051439767X,TINTEX CONSULTANTS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2023,2400,0,N,2400,216
P051142378Y,Hualong Commercial And Company Limited,MST,Compliance,Mombasa North,Income Tax - Company,2023,2400,1,N,2399,215.91
P051459276V,AIC NAKURU AREA CHURCH COUNCIL,MST,Compliance,South of Nairobi,Income Tax - Company,2020,10080,1,N,10079,755.925
P051377288V,PETROLINE EAST AFRICA LIMITED,MST,Compliance,NANYUKI,Income Tax - Company,2015,2400,10,N,2390,215.1
P951099196D,Kenya Tenri Society Tenrikyo Mission,MST,Compliance,Embu,Income Tax - Company,2018,1575,0,N,1575,141.75
P051236614U,HYLIGHT COMMODITIES & SUPPLIES,MST,Compliance,East of Nairobi,Income Tax - Partnership,2020,4500,0,N,4500,337.5
P051370252T,Partners In Children And Family Support,MST,Compliance,NAKURU,Income Tax - Company,2024,34800,2,N,34798,3131.82
P051588621N,Abundant Fresh Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2021,2400,1,N,2399,215.91
P051619561T,Fox Hills Apartment Limited,MST,Compliance,NANYUKI,Income Tax - Company,2023,2400,1,N,2399,215.91
P051109629C,Hargur Enterprises,MST,Compliance,Eldoret,Income Tax - Partnership,2015,2400,1000,N,1400,126
P051117659H,Vittoria Limited,MST,Compliance,NAKURU,Income Tax - Company,2021,26400,2262,N,24138,2172.42
P051339979B,PEAKS OF KENYA LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2023,12960,1,N,12959,1166.31
P051513503R,SUPERKIDS SCHOOL AND KINDERGARTEN,MST,Compliance,North of Nairobi,Income Tax - Company,2017,23760,20,N,23740,2136.6
P051569851X,Kadi Media Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,3600,0,N,3600,324
P051506375Z,Nandi Central Branch Of The Kenya National Union Of Teachers,MST,Compliance,Eldoret,Income Tax - Company,2019,36720,1,N,36719,3304.71
P051356929L,Amsa Transporters,MST,Compliance,Malindi,Income Tax - Partnership,2018,4800,1,N,4799,431.91
P051110317Z,Eagle Retread Limited,MST,Compliance,Eldoret,Income Tax - Company,2018,2400,1,N,2399,215.91
P051336361F,Nakuru Jotiego Self Help Group,MST,Compliance,NAKURU,Income Tax - Company,2016,23760,1,N,23759,2138.31
P051407887V,Ibom Church Planting Ministry Of Kenya,MST,Compliance,BUNGOMA,Income Tax - Company,2025,21600,1,N,21599,1943.91
P051624008W,GOLDEN EAGLE SCHOOLS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,10080,0,N,10080,907.2
P000601028C,WONI VEG/FRU IMPORTERS & EXPORTERS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2024,10000,0,N,10000,900
P051650529B,JETXIN (KENYA) COMPANY LIMITED,LMT,Compliance,MTO,Income Tax - Company,2017,2400,0,N,2400,216
P051187964Z,Trailink Fabricators Ltd,MST,Compliance,East of Nairobi,Income Tax - Company,2016,61200,1,N,61199,5507.91
P051103890X,Diocese Of Southern Nyanza Cpk,MST,Compliance,MIGORI,Income Tax - Company,2016,7920,1,N,7919,712.71
P000606213J,WORLDNET FREIGHT LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,2400,0,N,2400,216
P051171542K,Sisters Of Saint Joseph Of Tarbes,MST,Compliance,West of Nairobi,Income Tax - Company,2018,2400,1,N,2399,215.91
P051407586R,Procon Structures Limited,MST,Compliance,NAKURU,Income Tax - Company,2019,2013,0,N,2013,181.17
P051837729V,Prime Gold Properties Limited,LMT,Compliance,MTO,Income Tax - Company,2020,33300,0,N,33300,2497.5
P051317218W,Fujiga Elevators Company Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2023,3000,0,N,3000,270
P051141669V,LEGACY SCHOOLS,MST,Compliance,KITALE,Income Tax - Partnership,2018,10080,1,N,10079,907.11
P051138738F,AMKAY DISTRIBUTORS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2020,2400,0.01,N,2399.99,179.99925
P051665356R,DISTRIWORLD(EA)LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2017,2400,1,N,2399,215.91
P051413372A,Ziwani Welfare Group,MST,Compliance,Mombasa North,Income Tax - Company,2020,23760,0,N,23760,1782
P051102566S,Africa Inland Church Diguna,MST,Compliance,South of Nairobi,Income Tax - Company,2018,215100,1,N,215099,19358.91
P051350290X,ALA NOOR FARM LIMITED,MST,Compliance,Malindi,Income Tax - Company,2017,4500,1,N,4499,404.91
P051347290M,GORETTI KWAMBOKA & COMPANY,MST,Compliance,South of Nairobi,Income Tax - Partnership,2020,11520,0,N,11520,864
P051463314Q,Ecotricity Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2023,17925,1,N,17924,1613.16
P051218444D,Baobab Co-op Soc Ltd.,MST,Compliance,DIANI,Income Tax - Company,2016,66240,0.01,N,66239.99,5961.5991
P051318286P,Bungoma East Branch Of The Kenya National Union Of Teachers,MST,Compliance,BUNGOMA,Income Tax - Company,2023,20880,18500,N,2380,214.2
P051507283P,The Voice Community Welfare Association,MST,Compliance,North of Nairobi,Income Tax - Company,2018,3600,0,N,3600,324
P000634770Z,Uniform Corner Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2021,2400,1,N,2399,215.91
P052020288V,MELLAN LOGISTICS LIMITED,MST,Compliance,Kisumu,Income Tax - Company,2022,10500,1,N,10499,944.91
P051551639B,Mumbai Enterprises Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2024,2400,1,N,2399,215.91
P051604028Y,Verovian Academy,MST,Compliance,NAKURU,Income Tax - Company,2020,56880,1,N,56879,4265.925
P051103985B,LEWA CONSULTATIVE SERVICE LIMITED,MST,Compliance,Meru,Income Tax - Company,2021,2400,0,N,2400,216
P051187506Y,SHALOM OUTLETS AND LOGISTICS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2016,10080,0,N,10080,907.2
P051462554D,Pinnacle Systems Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2015,9900,0,N,9900,891
P051565389Y,Burundi Revenue Authority - Kenya Customs Office,MST,Compliance,Mombasa North,Income Tax - Company,2019,10080,1,N,10079,907.11
P051934448P,Nyali Luxury Executive Apartment Phase One Limited,MST,Compliance,Mombasa North,Income Tax - Company,2023,18615,1,N,18614,1675.26
P051557861U,Xtreme Trips Company Limited,MST,Compliance,Kisumu,Income Tax - Company,2015,2400,1,N,2399,215.91
P051598892H,Saught After Holdings Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2017,7920,2,N,7918,712.62
P051693634J,GERMAN CONSTRUCTION CHEM LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,2400,1,N,2399,215.91
P051126650X,MURIWAMA DISTRIBUTORS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2021,3585,0,N,3585,322.65
P051369582V,VIVA-LINE LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2016,129300,1,N,129299,11636.91
P051599442T,Careplus Trading Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,9900,0,N,9900,891
P051647806M,Testdrive Enterprises Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2019,23760,10,N,23750,2137.5
P051669479H,Exon Hill Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2024,30000,1,N,29999,2699.91
P051368592V,Goldox (k) Limited,LMT,Compliance,MTO,Income Tax - Company,2020,17250,100,N,17150,1286.25
P051638492Z,Allclusive Enterprises Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,5760,1,N,5759,518.31
P051324562B,Beifa Trading Co Limited,MST,Compliance,Mombasa South,Income Tax - Company,2017,3900,0,N,3900,351
P051610224P,Aspire Products Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2022,9600,1,N,9599,863.91
P051600268C,NKUBU WINNERS ACADEMY,MST,Compliance,Meru,Income Tax - Company,2019,181440,1,N,181439,16329.51
P051180628P,KAM INLETS (K) LIMITED,LMT,Compliance,MTO,Income Tax - Company,2021,15000,2,N,14998,1349.82
P051505535E,VANDAN HARDWARE AND STEEL,MST,Compliance,Kisumu,Income Tax - Partnership,2020,14610,1,N,14609,1095.675
P000610071J,Rolmil Kenya Limited,LMT,Compliance,LTO,Income Tax - Company,2016,4800,0.01,N,4799.99,431.9991
P051546290Q,Gracehouse Outside Catering Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2022,2400,1,N,2399,215.91
P051451497H,The Sisters Of Mary Mother Of God-mtwapa,MST,Compliance,Mombasa North,Income Tax - Company,2021,2520,540,N,1980,178.2
P051535181L,Ack Thika Memorial Church School,MST,Compliance,Thika,Income Tax - Company,2022,73440,2,N,73438,6609.42
P051740045X,Parkside Joint Butchery And Restaurant Ltd,MST,Compliance,SIAYA,Income Tax - Company,2020,11400,0,N,11400,855
P051110250E,DENTOY AGENCIES LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2021,2400,1,N,2399,215.91
P051168711U,Hy-tech Bins Nairobi,MST,Compliance,West of Nairobi,Income Tax - Partnership,2019,21180,1000,N,20180,1816.2
P051239697Y,Hartland Enterprises Limited,MST,Compliance,HOMABAY,Income Tax - Company,2015,27000,0,N,27000,2430
P051560226U,Superbikes Parts Wholesalers,MST,Compliance,Thika,Income Tax - Company,2016,4800,1,N,4799,431.91
P051104278X,Allie Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,44400,0,N,44400,3996
P051148408X,Shivshakti Enterprises,MST,Compliance,North of Nairobi,Income Tax - Company,2019,4800,2916,N,1884,169.56
P051525909I,FIRST CONSERVATION LIMITED,MST,Compliance,Malindi,Income Tax - Company,2017,5760,0,N,5760,518.4
P051423240Q,Eden Enviromental Association,MST,Compliance,East of Nairobi,Income Tax - Company,2022,2400,1933,N,467,42.03
P051659607Q,Eagle Inject Service Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2022,82500,1,N,82499,7424.91
P051474136A,AFRICAN NOMAD TREASURE SAFARIS LIMITED,MST,Compliance,Malindi,Income Tax - Company,2017,5760,1,N,5759,518.31
P000597345E,OSHWAL ENTERPRISES LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,0,N,2400,216
P051546614D,UWEZO UPLIFT FOUNDATION,MST,Compliance,South of Nairobi,Income Tax - Company,2021,6480,2,N,6478,583.02
P051416675O,TOP TECHNICAL SOLUTIONS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,2400,0,N,2400,216
P051956911M,HAUSHALTSGERATE KENYA LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2023,4800,1,N,4799,431.91
P051128880J,GREENLANDS AGRO PRODUCERS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2021,9150,1,N,9149,823.41
P051583259N,Vitamax Animal Feeds Limited,MST,Compliance,KAJIADO,Income Tax - Company,2019,4800,1,N,4799,431.91
P051341408L,Marge Designs Kenya Limited,MST,Compliance,Eldoret,Income Tax - Company,2018,10650,1,N,10649,958.41
P051171202Z,STARMART AGENCIES LIMITED,MST,Compliance,Thika,Income Tax - Company,2019,2400,1,N,2399,215.91
P051107050R,Nairobi Muslim Academy,MST,Compliance,North of Nairobi,Income Tax - Company,2017,75600,1,N,75599,6803.91
P051470612M,Silmag Investments Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,2400,1,N,2399,215.91
P051722150Z,MAWAKA LOGISTICS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2020,3600,0,N,3600,270
P051470160U,Briton (k) Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2016,2400,0,N,2400,216
P000606864F,MUTHAIGA GOLF CLUB,MST,Compliance,North of Nairobi,Income Tax - Company,2016,9600,1,N,9599,863.91
P051372272B,RONGAI TILES & SANITARY WARE LIMITED,LMT,Compliance,MTO,Income Tax - Company,2019,105600,1,N,105599,9503.91
P051231742N,Twt Safaris Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2022,12240,0,N,12240,1101.6
P051354034T,Rachanjo Logistics Limited,MST,Compliance,NAKURU,Income Tax - Company,2022,22500,0,N,22500,2025
P051236614U,HYLIGHT COMMODITIES & SUPPLIES,MST,Compliance,East of Nairobi,Income Tax - Partnership,2021,4500,0,N,4500,405
P051308428E,SOSIANI BUILDERS LIMITED,MST,Compliance,Eldoret,Income Tax - Company,2018,24900,0,N,24900,2241
P051098872R,Nairobi Mineral Water Company Limited,MST,Compliance,Mombasa South,Income Tax - Company,2019,2400,0,N,2400,216
P051180650P,African Gospel Church Baby Centre,MST,Compliance,NAKURU,Income Tax - Company,2022,6480,1,N,6479,583.11
P051504375I,Full Gospel Churches Of Kenya,MST,Compliance,East of Nairobi,Income Tax - Company,2015,2400,1,N,2399,215.91
P051564004U,Jobex Travel Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,3600,0,N,3600,324
P051789276G,Oceanic Civil Engineering And Consultancy Limited,MST,Compliance,Mombasa North,Income Tax - Company,2019,6000,1,N,5999,539.91
